"cell_index","species","sample_count","batch_count","normalization","batch","correlation","go_MF_enrichment","go_BP_enrichment","go_CC_enrichment","go_MF_prior","go_BP_prior","go_CC_prior","tfbs_enrichment","tfbs_prior"
28,"human",97,5,"rlog","none","pearson",0.184128031677941,0.278556893801903,0.27267227630204,0.0534015289006215,0.103888247263928,0.121542099763515,0.357751746136501,0.240664356816807
29,"human",86,8,"rlog","none","pearson",0.182656488549618,0.329404580152672,0.238106870229008,0.0392671755725191,0.0930687022900763,0.076763358778626,0.367022900763359,0.235664122137405
30,"human",74,8,"rlog","none","pearson",0.070570230132638,0.0820201791180138,0.0887087631787779,0.0256206779276726,0.0299285795261308,0.0471035030041945,0.36537807504818,0.256943657181725
31,"human",72,8,"rlog","none","pearson",0.151298534327591,0.259861146824376,0.252712779634868,0.0488557469786578,0.0938544613011057,0.122396502957058,0.407765492414502,0.283054769863718
32,"human",70,4,"rlog","none","pearson",0.0529353233830846,0.131011608623549,0.104145936981758,0.0148590381426202,0.0457048092868988,0.0352238805970149,0.295986733001658,0.212537313432836
33,"human",67,3,"rlog","none","pearson",0.0547276142767689,0.128804007514089,0.12592360676268,0.013149655604258,0.0343769567939887,0.0393237319974953,0.321352536005009,0.230995616781465
34,"human",66,7,"rlog","none","pearson",0.16961950059453,0.278240190249703,0.23692033293698,0.0470868014268728,0.117717003567182,0.1115338882283,0.288763376932224,0.197621878715815
35,"human",62,12,"rlog","none","pearson",0.180668282913461,0.312691050911774,0.289027089701697,0.0631917360598714,0.131337619900917,0.149362285232423,0.386160008432592,0.271265942869189
36,"human",59,6,"rlog","none","pearson",0.0610259252417021,0.118110721103516,0.119834965207217,0.013239731510561,0.0310979740131781,0.0413818584888232,0.355871666974567,0.26559517211651
37,"human",58,5,"rlog","none","pearson",0.0707913335650562,0.167651488819372,0.132893059900359,0.0168578380257212,0.0581045070096165,0.0519638512339242,0.361429730042869,0.26984126984127
38,"human",56,4,"rlog","none","pearson",0.137407195888064,0.160251284980011,0.201256424900057,0.0419189034837236,0.0509423186750428,0.119131924614506,0.342147344374643,0.252655625356939
39,"human",51,6,"rlog","none","pearson",0.0666540427949252,0.119548065391656,0.128574133686802,0.0234804014391214,0.0453196995518526,0.0607839424351449,0.386353594647478,0.280818026888847
40,"human",51,3,"rlog","none","pearson",0.108987931399534,0.205642600042346,0.170230785517679,0.0304890959136142,0.0697649798856659,0.0687592631801821,0.303038323099725,0.192250688121956
41,"human",50,5,"rlog","none","pearson",0.0386100386100386,0.0743379194083419,0.0861384523356354,0.0133231823372668,0.0207732883789222,0.0370873892000653,0.244113328620371,0.178639403991517
42,"human",49,4,"rlog","none","pearson",0.164369418202468,0.281038666047184,0.265706468432192,0.0352072685973878,0.0883795364204223,0.101801662278664,0.385679624180476,0.262609054772598
43,"human",48,2,"rlog","none","pearson",0.155336528724769,0.194086275568757,0.21231350840478,0.0525889421454128,0.092553837845136,0.110105987983528,0.33443596840613,0.229325592385067
44,"human",46,4,"rlog","none","pearson",0.081584207896052,0.209145427286357,0.164792603698151,0.0208645677161419,0.0659670164917541,0.0621564217891054,0.359257871064468,0.255372313843078
45,"human",46,2,"rlog","none","pearson",0.103995211731258,0.223552296872662,0.20609506708564,0.0317721582123797,0.0943687964487007,0.0973115866127986,0.306947977455235,0.208539079255823
46,"human",45,7,"rlog","none","pearson",0.10060435870826,0.159941395519199,0.177156461754472,0.034124900799707,0.0643428362126854,0.0926072889322996,0.342714120017093,0.255845186496551
47,"human",45,6,"rlog","none","pearson",0.06915687093502,0.120711259621696,0.105674562921415,0.0232114087952742,0.0471985201981025,0.0479145533743063,0.409212960200489,0.312608150844322
48,"human",44,2,"rlog","none","pearson",0.0960698689956332,0.178372149442018,0.187045123726346,0.023471615720524,0.0606501698204755,0.074357108199903,0.421154779233382,0.33539543910723
49,"human",44,6,"rlog","none","pearson",0.143097214442125,0.211997759331874,0.173346234149819,0.0456281509395529,0.0827010235779396,0.0978255334317869,0.312675052197383,0.209655242654173
50,"human",43,5,"rlog","none","pearson",0.10253524146433,0.222383019778099,0.201318539958193,0.029211555984349,0.0902074288470815,0.0877418663236319,0.399260331242965,0.285201264940773
51,"human",41,3,"rlog","none","pearson",0.206083951736249,0.350761910156914,0.326856624936271,0.0523990256613607,0.108480145017844,0.121679034724976,0.37817934628675,0.259842519685039
52,"human",38,5,"rlog","none","pearson",0.0920651883515896,0.167833288805771,0.160833555971146,0.0285866951643067,0.0655089500400748,0.0794549826342506,0.400961795351322,0.296927598183275
53,"human",37,2,"rlog","none","pearson",0.164051175395475,0.278187433037121,0.251717400894939,0.05016701329804,0.0971828322934392,0.122329362828512,0.311716140417218,0.207474632885864
54,"human",35,2,"rlog","none","pearson",0.062916026625704,0.126728110599078,0.137992831541219,0.0197132616487455,0.0444828469022017,0.0696364567332309,0.421722990271377,0.335445468509985
55,"human",29,5,"rlog","none","pearson",0.0271598272138229,0.0900107991360691,0.0903347732181426,0.00610151187904968,0.0250539956803456,0.0325593952483801,0.222948164146868,0.13585313174946
56,"human",28,3,"rlog","none","pearson",0.0905288489084971,0.161290322580645,0.150690425714777,0.0161003838881568,0.0500773505987509,0.0646880192517046,0.339253996447602,0.257147768291984
57,"human",28,4,"rlog","none","pearson",0.115809567883381,0.203274136634465,0.182680627060797,0.0309481112975068,0.0816798750506161,0.0895470584832533,0.366633886735697,0.258691502284954
58,"human",28,2,"rlog","none","pearson",0.10580421599769,0.285879295408605,0.296910193473867,0.0180768120127057,0.0857637886225816,0.108518625469246,0.426797574357493,0.30990470690153
59,"human",28,2,"rlog","none","pearson",0.107280692604569,0.232032961301763,0.186867633253364,0.0219046625638886,0.0854281839991655,0.0819860227391259,0.373005111087932,0.25430270157505
60,"human",27,2,"rlog","none","pearson",0.0791969854469854,0.119672557172557,0.107263513513514,0.0198154885654886,0.0437889812889813,0.0419048856548857,0.214786902286902,0.140592515592516
61,"human",27,2,"rlog","none","pearson",0.0874810675301614,0.168747062202956,0.160599571734475,0.0268971640465869,0.0685747114430459,0.0722306366532616,0.262495430093487,0.177260145192458
62,"human",26,2,"rlog","none","pearson",0.0918215876157489,0.113522301548031,0.125821728988478,0.0201456139110766,0.0396550505407507,0.0462288824485757,0.320562663462218,0.239909521453312
63,"human",25,4,"rlog","none","pearson",0.135818392880175,0.203663098155553,0.220430800980266,0.0400490132851799,0.077002450664259,0.105443054301561,0.416677415194118,0.313942989810396
64,"human",24,2,"rlog","none","pearson",0.1295122104338,0.231715738589993,0.179986188712411,0.0350932261912236,0.0740787243392554,0.0662314018456902,0.236235796346287,0.165421558164354
65,"human",23,3,"rlog","none","pearson",0.0442754919499106,0.0866981855353948,0.0744313825709175,0.0137362637362637,0.0359059545106057,0.0333503705596729,0.31388959877332,0.206427293636596
66,"human",21,3,"rlog","none","pearson",0.0948316001862486,0.216307103316261,0.184593098453102,0.0263852242744063,0.0783796368151482,0.0893993481297532,0.417196957938848,0.310724817631538
67,"human",21,4,"rlog","none","pearson",0.132919954904171,0.236471251409245,0.227001127395716,0.0407553551296505,0.0829763246899662,0.102536640360767,0.278241262683202,0.193630214205186
68,"human",20,1,"rlog","none","pearson",0.113436907020873,0.201968690702087,0.178012333965844,0.0356973434535104,0.0721062618595825,0.0644568311195446,0.391781309297913,0.303368121442125
1,"human",645,42,"cpm","none","pearson",0.21684515195369,0.28370477568741,0.297481910274964,0.0821418234442836,0.130303907380608,0.177424023154848,0.484167872648336,0.365094066570188
2,"human",623,3,"cpm","none","pearson",0.269616274242334,0.445643793369314,0.42524168198802,0.0891406203665263,0.197378565921357,0.224838384437459,0.46183500385505,0.322044955815195
3,"human",481,8,"cpm","none","pearson",0.202510176390773,0.269063772048847,0.267706919945726,0.0751017639077341,0.130257801899593,0.170149253731343,0.420013568521031,0.30291723202171
4,"human",427,22,"cpm","none","pearson",0.153084196307969,0.25228875881735,0.265946270448747,0.0539296613137225,0.111311221171644,0.156135874731102,0.404472459852919,0.30106558607234
5,"human",402,5,"cpm","none","pearson",0.233089629027891,0.384619550500948,0.33127538586515,0.0888166802057948,0.183103168155971,0.179528838342811,0.468399675060926,0.322881126455456
6,"human",376,13,"cpm","none","pearson",0.136277679497346,0.255230891234063,0.227231135240651,0.0481913011651315,0.107850911974623,0.10943695479778,0.457085341304215,0.328798877569694
7,"human",321,20,"cpm","none","pearson",0.216949152542373,0.323325262308313,0.324778046811945,0.0689803605057842,0.126069410815174,0.158999192897498,0.479580306698951,0.3409200968523
8,"human",292,21,"cpm","none","pearson",0.262012741604578,0.393747975380628,0.384785660295864,0.0918367346938776,0.174009286254184,0.207536983047187,0.463772810711586,0.322049454702516
9,"human",268,23,"cpm","none","pearson",0.15920979410128,0.2779632721202,0.286811352253756,0.0607122982749026,0.115303283249861,0.154535336672231,0.43355592654424,0.312409571508069
10,"human",244,17,"cpm","none","pearson",0.189436689436689,0.302692802692803,0.305068805068805,0.0572220572220572,0.117562617562618,0.160924660924661,0.42000792000792,0.305860805860806
11,"human",228,10,"cpm","none","pearson",0.153841839596186,0.240269209197981,0.27279865395401,0.0427369601794728,0.0870443073471677,0.140549635445878,0.44559730790802,0.324004486819966
12,"human",210,12,"cpm","none","pearson",0.284867145626639,0.420116318850496,0.400729843767818,0.103888698825408,0.202018474170373,0.226593682289885,0.476166039457179,0.347188961113012
13,"human",199,12,"cpm","none","pearson",0.158373714690935,0.246188393806879,0.240633494858764,0.0547216641058976,0.0976834889492968,0.141354449828625,0.406984989953906,0.29080486940078
14,"human",193,12,"cpm","none","pearson",0.0825227486664575,0.176027612174459,0.148289927831817,0.0252902416065265,0.0635080012550988,0.0582993410731095,0.397678067147788,0.287417634138688
15,"human",187,16,"cpm","none","pearson",0.169051980764827,0.284920998397069,0.26614380581635,0.0608541332722693,0.124341653308908,0.139855736203343,0.492443324937028,0.380753377604763
16,"human",170,10,"cpm","none","pearson",0.241347682524153,0.40204231380702,0.483796013207778,0.0547878194937018,0.12522930169989,0.206983001100648,0.439403204109086,0.301577595695243
17,"human",169,17,"cpm","none","pearson",0.147383142380722,0.253187025980313,0.243612500672368,0.0510999946210532,0.0995105158409983,0.115862514119735,0.475337528911839,0.331450701952558
18,"human",169,12,"cpm","none","pearson",0.199788935792046,0.355365474339036,0.319762275049989,0.0720950899800044,0.167296156409687,0.161797378360364,0.399300155520995,0.270550988669185
19,"human",163,11,"cpm","none","pearson",0.166042641705668,0.253562142485699,0.297503900156006,0.0504420176807072,0.096671866874675,0.172750910036401,0.412584503380135,0.295371814872595
20,"human",150,13,"cpm","none","pearson",0.124906118204402,0.200935929285343,0.210526315789474,0.041307990062973,0.074181061875325,0.106129759084869,0.387081864925761,0.291929054249234
21,"human",143,11,"cpm","none","pearson",0.213252094440213,0.333913611141334,0.33968012185834,0.0711565662060712,0.153030138178653,0.176476988358176,0.447394189968447,0.303993036666304
22,"human",135,9,"cpm","none","pearson",0.159306358381503,0.229017341040462,0.213236994219653,0.0511560693641619,0.0839306358381503,0.0979768786127168,0.400578034682081,0.278843930635838
23,"human",135,11,"cpm","none","pearson",0.173441121600995,0.244615297642603,0.245293685341172,0.0543840805020069,0.108259370230086,0.129685115043247,0.317089716773136,0.202611792639493
24,"human",129,5,"cpm","none","pearson",0.110945375990124,0.232074889414669,0.241898981586257,0.0274148750128588,0.0791070877481741,0.100915543668347,0.355724719679045,0.26900524637383
25,"human",113,14,"cpm","none","pearson",0.143775148639721,0.221187916641643,0.247552699537565,0.0502071947630773,0.0866614617740676,0.124076632034112,0.371268992853282,0.280103297099273
26,"human",111,8,"cpm","none","pearson",0.149781181619256,0.203172866520788,0.229814004376368,0.0435995623632385,0.0696389496717724,0.111761487964989,0.331126914660831,0.242231947483589
27,"human",98,8,"cpm","none","pearson",0.128105960264901,0.203655629139073,0.206251655629139,0.0403708609271523,0.0742251655629139,0.0935099337748344,0.426754966887417,0.308132450331126
28,"human",97,5,"cpm","none","pearson",0.178958367706099,0.271462354946928,0.268107573007755,0.0586261892976956,0.107188032777869,0.129681570697905,0.371170873893197,0.245504042237255
29,"human",86,8,"cpm","none","pearson",0.203786259541985,0.321038167938931,0.259786259541985,0.0477557251908397,0.0890381679389313,0.092824427480916,0.359267175572519,0.223083969465649
30,"human",74,8,"cpm","none","pearson",0.056626232853418,0.0697766693118694,0.0722140346899444,0.0205758984242149,0.0264709216642104,0.0355401881872804,0.357612515587802,0.253372633488267
31,"human",72,8,"cpm","none","pearson",0.162201079969144,0.269426587811777,0.266443815890975,0.0542555926973515,0.100642838776035,0.130059141167395,0.393314476729236,0.272563641038827
32,"human",70,4,"cpm","none","pearson",0.0441791044776119,0.108723051409619,0.0969817578772803,0.0124709784411277,0.0360862354892206,0.0283250414593698,0.359535655058043,0.251807628524046
33,"human",67,3,"cpm","none","pearson",0.0656230432060113,0.141202254226675,0.145710707576706,0.0177833437695679,0.0396994364433312,0.0527238572323106,0.337382592360676,0.238384470882905
34,"human",66,7,"cpm","none","pearson",0.126813317479191,0.23602853745541,0.198810939357907,0.0372770511296076,0.0994054696789536,0.090487514863258,0.297146254458977,0.200416171224732
35,"human",62,12,"cpm","none","pearson",0.188942763782017,0.317645198692948,0.308000421629598,0.0693580689364393,0.139506693369875,0.166174765468536,0.374038157478655,0.256034573627069
36,"human",59,6,"cpm","none","pearson",0.0647823141819077,0.116632797586058,0.114908553482357,0.0147792351745797,0.0325143173840754,0.0406428967300942,0.363261284561857,0.270398423548248
37,"human",58,5,"cpm","none","pearson",0.0705016799907311,0.177267987486966,0.142335766423358,0.0171474916000463,0.0632024099177384,0.0605375970339474,0.358822847873943,0.261383385470977
38,"human",56,4,"cpm","none","pearson",0.138892061679041,0.159394631639063,0.198857795545403,0.0422615648201028,0.0513992004568818,0.116733295259852,0.353512278697887,0.262649914334666
39,"human",51,6,"cpm","none","pearson",0.0726503818721202,0.122893391403143,0.131225146752509,0.026005175787414,0.046203370573755,0.0653916556207789,0.394937827431673,0.284415830335164
40,"human",51,3,"cpm","none","pearson",0.112852000846919,0.214005928435317,0.183199237772602,0.032818124073682,0.0716176159220834,0.0762227397840356,0.301556214270591,0.188757145881855
41,"human",50,5,"cpm","none","pearson",0.0469302300288216,0.0775463592365001,0.0957637718201099,0.0145195497308173,0.0204470063624993,0.0390994616346729,0.254064930121268,0.185165044319974
42,"human",49,4,"cpm","none","pearson",0.15595477776057,0.26358990243147,0.255072014867586,0.0363946105002323,0.0841464044189768,0.103092251303495,0.386660471839347,0.25976975891797
43,"human",48,2,"cpm","none","pearson",0.132856274893674,0.185242692229798,0.201512185242692,0.0571795044892999,0.0931614122730034,0.102140012151489,0.332140687234186,0.226085195436441
44,"human",46,4,"cpm","none","pearson",0.0863318340829585,0.196776611694153,0.162668665667166,0.0246126936531734,0.066904047976012,0.0645927036481759,0.351511744127936,0.25243628185907
45,"human",46,2,"cpm","none","pearson",0.114968327597386,0.225597286647713,0.197815352386653,0.0401516285101501,0.0995062097860242,0.0967629308194922,0.273529851862936,0.180308244800239
46,"human",45,7,"cpm","none","pearson",0.0981625053415542,0.143092607288932,0.158293144496673,0.0365057078322447,0.0608021488309627,0.0844881264880044,0.328673463158537,0.248153348391429
47,"human",45,6,"cpm","none","pearson",0.0844322453607017,0.133241840205263,0.127632913658333,0.0286413270481532,0.0509576943731726,0.0586550510173638,0.410227340533445,0.305507488513634
48,"human",44,2,"cpm","none","pearson",0.0739932071809801,0.151322173702086,0.17352013585638,0.0197113051916545,0.0530688985929161,0.0730228044638525,0.351043182920912,0.279900533721494
49,"human",44,6,"cpm","none","pearson",0.170188929062484,0.245302235575699,0.212965320568315,0.0536232622090951,0.0981310790854,0.125732036461781,0.318531343891633,0.213118093395121
50,"human",43,5,"cpm","none","pearson",0.110521520072895,0.230154901645495,0.214879133837166,0.0353218631076808,0.0955673473763199,0.0994800879026639,0.409283378892641,0.292544353325829
51,"human",41,3,"cpm","none","pearson",0.196113974961763,0.344927207840027,0.323967597575483,0.0585736135501048,0.112332181498895,0.134028210502464,0.35801280235654,0.232425083555203
52,"human",38,5,"cpm","none","pearson",0.0962329682073203,0.169062249532461,0.161314453646807,0.0301362543414373,0.0665241784664707,0.0804167779855731,0.407373764360139,0.301522842639594
53,"human",37,2,"cpm","none","pearson",0.207789752316128,0.321043675553035,0.308690993886683,0.0721623495304721,0.123778912207727,0.158820192853091,0.323312535450936,0.207033465683494
54,"human",35,2,"cpm","none","pearson",0.0611879160266257,0.124871991807476,0.138120839733743,0.0193932411674347,0.0426907322068612,0.0697644649257552,0.417434715821813,0.332565284178187
55,"human",29,5,"cpm","none","pearson",0.0389848812095032,0.101295896328294,0.118358531317495,0.0115010799136069,0.0284017278617711,0.0450323974082073,0.240064794816415,0.142818574514039
56,"human",28,3,"cpm","none","pearson",0.0728241563055062,0.143814816936916,0.141007276685957,0.0159284936687102,0.0474989973070532,0.0623388529192689,0.308199163467599,0.233942588666705
57,"human",28,4,"cpm","none","pearson",0.110719037426968,0.197547289871001,0.177647943541389,0.0307167235494881,0.0831260484757332,0.0871174871290565,0.364088621507491,0.258633655347949
58,"human",28,2,"cpm","none","pearson",0.0933872365001444,0.260698816055443,0.274444123592261,0.0177880450476465,0.0757724516315334,0.100721917412648,0.418712099335836,0.304187120993358
59,"human",28,2,"cpm","none","pearson",0.100448524042975,0.21372692187337,0.17888807760509,0.0219046625638886,0.0813601752373005,0.0785960154375717,0.355898612704704,0.240325440700949
60,"human",27,2,"cpm","none","pearson",0.0670478170478171,0.103300415800416,0.0885524948024948,0.0200753638253638,0.041774948024948,0.0359277546777547,0.236031704781705,0.152611746361746
61,"human",27,2,"cpm","none","pearson",0.105029508539197,0.184363085600877,0.190891523476263,0.0353580195330861,0.0764088368935081,0.0939050503995404,0.267509270381783,0.176424505144409
62,"human",26,2,"cpm","none","pearson",0.0745741146532834,0.0890648193963385,0.0892768784901393,0.0195094366296741,0.0340708277373295,0.036050045946137,0.279211140171061,0.210079875591998
63,"human",25,4,"cpm","none","pearson",0.155101251128595,0.233200051592932,0.24629175802915,0.0440474654972269,0.0844834257706694,0.120727460337934,0.428221333677286,0.31897330065781
64,"human",24,2,"cpm","none","pearson",0.113064222487287,0.210684914307238,0.160210936028627,0.0289409253562684,0.0678636449243518,0.0521062213572729,0.237993596584845,0.163287086446105
65,"human",23,3,"cpm","none","pearson",0.0458727319192435,0.0851009455660618,0.0744313825709175,0.0134807053411705,0.0337337081523128,0.0326475849731664,0.298556095067723,0.190646562739586
66,"human",21,3,"cpm","none","pearson",0.112628692638005,0.233328159759946,0.215013709969476,0.0361632779760981,0.0882611619845828,0.110507527549278,0.419214651559832,0.307155051994413
67,"human",21,4,"cpm","none","pearson",0.153551296505073,0.279368658399098,0.256877113866967,0.0492108229988726,0.105186020293123,0.121871476888388,0.331172491544532,0.224577226606539
68,"human",20,1,"cpm","none","pearson",0.13626660341556,0.212820208728653,0.198292220113852,0.0467860531309298,0.0820090132827325,0.0826612903225806,0.377668406072106,0.290322580645161
1,"human",645,42,"tmm","none","pearson",0.193632416787265,0.275716353111433,0.300144717800289,0.0706222865412446,0.11959479015919,0.175687409551375,0.467322720694645,0.352821997105644
2,"human",623,3,"tmm","none","pearson",0.253543680683234,0.442678370203428,0.435798588458573,0.0735424945139671,0.182907300871834,0.225194235217366,0.482474349089615,0.34606488345887
3,"human",481,8,"tmm","none","pearson",0.200949796472185,0.285074626865672,0.314450474898236,0.0688602442333786,0.123609226594301,0.191994572591588,0.440027137042062,0.319742198100407
4,"human",427,22,"tmm","none","pearson",0.172444844664565,0.266796738206013,0.290359697833809,0.0579318625243884,0.113312321776977,0.171794486967832,0.41848016409025,0.307218970433739
5,"human",402,5,"tmm","none","pearson",0.248415922014622,0.415867858109938,0.373842404549147,0.0884375846195505,0.189601949634444,0.202382886542107,0.496019496344435,0.348984565393989
6,"human",376,13,"tmm","none","pearson",0.152321112670042,0.286219727932654,0.2641981333496,0.051119380223266,0.115232111267004,0.1318245592631,0.471969743183066,0.339352162508388
7,"human",321,20,"tmm","none","pearson",0.224804950228679,0.346516007532957,0.351627656712402,0.0656443368307775,0.128221684153888,0.16922249125639,0.473769168684423,0.338875437180522
8,"human",292,21,"tmm","none","pearson",0.263308498002376,0.411078717201166,0.378144908757154,0.0867076989525969,0.17535903250189,0.194687398769031,0.460101500917827,0.32102364755426
9,"human",268,23,"tmm","none","pearson",0.161046188091263,0.280523094045632,0.282582081246522,0.0582081246521981,0.111129660545353,0.150639955481358,0.441457985531441,0.325932109070673
10,"human",244,17,"tmm","none","pearson",0.203445203445203,0.318136818136818,0.334620334620335,0.0581130581130581,0.113751113751114,0.175032175032175,0.445549945549946,0.322146322146322
11,"human",228,10,"tmm","none","pearson",0.140437464946719,0.239091418956814,0.264385866517106,0.0371845204711161,0.0852495793606282,0.125967470555244,0.427313516545149,0.310992708917555
12,"human",210,12,"tmm","none","pearson",0.292393659482267,0.432546470521154,0.419831223628692,0.102007070361501,0.201961455126012,0.235374615121451,0.481525829627095,0.35266278937165
13,"human",199,12,"tmm","none","pearson",0.181184257180002,0.27006264034984,0.278985935468621,0.0559626521687744,0.101406453137927,0.156069022574164,0.389906630421936,0.274908403262026
14,"human",193,12,"tmm","none","pearson",0.0842171320991528,0.194414810166301,0.172638845309068,0.0227172889865077,0.064449325384374,0.0681518669595231,0.432632569814873,0.318795105114528
15,"human",187,16,"tmm","none","pearson",0.185882757041447,0.297801694527135,0.301751774673689,0.0656629264941608,0.129837416991069,0.158518433707351,0.518090222120449,0.400503778337531
16,"human",170,10,"tmm","none","pearson",0.251253515959398,0.427296074354898,0.500672618319677,0.0523419346948759,0.12620765561942,0.209184297419592,0.441359911948147,0.305307570013452
17,"human",169,17,"tmm","none","pearson",0.154214404819536,0.263245656500457,0.253402183852402,0.0534667312140283,0.0985423054165994,0.117153461352267,0.4803399494379,0.333602280673444
18,"human",169,12,"tmm","none","pearson",0.197900466562986,0.363474783381471,0.360919795600978,0.0662075094423461,0.158798044878916,0.181626305265497,0.435680959786714,0.29865585425461
19,"human",163,11,"tmm","none","pearson",0.197815912636505,0.303536141445658,0.346853874154966,0.0577743109724389,0.110764430577223,0.197087883515341,0.443109724388976,0.314924596983879
20,"human",150,13,"tmm","none","pearson",0.134265411057831,0.213414986423248,0.224680801894968,0.0435033797446415,0.0773585995724767,0.110867178924259,0.404991622855162,0.308914437575828
21,"human",143,11,"tmm","none","pearson",0.201392666739201,0.348601893156349,0.345609835708846,0.061037971929061,0.15003808073115,0.173974540311174,0.461864867805462,0.316015667500816
22,"human",135,9,"tmm","none","pearson",0.173179190751445,0.25,0.236416184971098,0.0536416184971098,0.0897687861271676,0.109421965317919,0.41271676300578,0.287976878612717
