"cell_index","species","sample_count","batch_count","normalization","batch","correlation","go_MF_enrichment","go_BP_enrichment","go_CC_enrichment","go_MF_prior","go_BP_prior","go_CC_prior","tfbs_enrichment","tfbs_prior"
32,"human",70,4,"rlog","removeBatchEffect","pearson",0.04212271973466,0.123714759535655,0.10759535655058,0.0127363184079602,0.0472305140961857,0.0403980099502488,0.319469320066335,0.239071310116086
33,"human",67,3,"rlog","removeBatchEffect","pearson",0.0559799624295554,0.142329367564183,0.130932999373826,0.0171571696931747,0.0469630557294928,0.0549780839073262,0.373575453976205,0.269129618033813
34,"human",66,7,"rlog","removeBatchEffect","pearson",0.174791914387634,0.318133174791914,0.262128418549346,0.0410225921521998,0.124256837098692,0.11640903686088,0.300416171224732,0.206302021403092
35,"human",62,12,"rlog","removeBatchEffect","pearson",0.174818172235691,0.304890903341415,0.283545904922526,0.058079477179298,0.137029619479287,0.155001581110994,0.428744597870771,0.304943607041214
36,"human",59,6,"rlog","removeBatchEffect","pearson",0.0562226738099637,0.117371759344787,0.12414557546647,0.0158260976661124,0.0403965761438512,0.0605332840692161,0.426257774493503,0.322433647392081
37,"human",58,5,"rlog","removeBatchEffect","pearson",0.0964546402502607,0.191403081914031,0.154211562970687,0.0227667709419534,0.0636658556366586,0.064766539219094,0.384833738848337,0.284555671416985
38,"human",56,4,"rlog","removeBatchEffect","pearson",0.108966304968589,0.163906339234723,0.206339234723015,0.0362649914334666,0.0600799543118218,0.126442033123929,0.358195316961736,0.261165048543689
39,"human",51,6,"rlog","removeBatchEffect","pearson",0.129205327273875,0.223442529823897,0.199267815438995,0.0453828189105599,0.0958783058764123,0.0946790380609733,0.326895158745187,0.223442529823897
40,"human",51,3,"rlog","removeBatchEffect","pearson",0.0950137624391277,0.154562777895405,0.1428117721787,0.0346707601100995,0.0700296421765827,0.0730467922930341,0.361105229726869,0.24370103747618
41,"human",50,5,"rlog","removeBatchEffect","pearson",0.122083854478221,0.149002120833107,0.15732231225189,0.0478546957420197,0.0618304421121323,0.0924465713198108,0.253412366088422,0.190548697590951
42,"human",49,4,"rlog","removeBatchEffect","pearson",0.103918228279387,0.164627536007434,0.162614217128698,0.0321614784987868,0.0684012183160394,0.0825460740281865,0.382014351349956,0.276908781167725
43,"human",48,2,"rlog","removeBatchEffect","pearson",0.105582933909404,0.179031931411598,0.171335988658611,0.0299061635050294,0.0844528454735705,0.083710254506177,0.346249915614663,0.247417808681563
44,"human",46,4,"rlog","removeBatchEffect","pearson",0.105572213893053,0.241379310344828,0.187156421789105,0.0354197901049475,0.0944527736131934,0.078648175912044,0.289980009995003,0.18259620189905
45,"human",46,2,"rlog","removeBatchEffect","pearson",0.0867374931418026,0.203601177116066,0.180058855803282,0.0249388996957454,0.0854905481570153,0.0771110778592449,0.298019851364158,0.19806474138361
46,"human",45,7,"rlog","removeBatchEffect","pearson",0.126793236066174,0.197851169037299,0.211586594225017,0.0420609242414993,0.0826567364629754,0.118796166290214,0.338013552286185,0.25407484280569
47,"human",45,6,"rlog","removeBatchEffect","pearson",0.101199355570141,0.162897547586372,0.14571275135748,0.0338922370069813,0.0647413330150964,0.078882988245122,0.471567515961573,0.369115102333075
48,"human",44,2,"rlog","removeBatchEffect","pearson",0.107472100921883,0.210152838427948,0.214822901504124,0.0251698204754973,0.0715672003881611,0.0881246967491509,0.452571567200388,0.364992721979622
49,"human",44,6,"rlog","removeBatchEffect","pearson",0.106228038906147,0.203595253857514,0.180475632734124,0.0349340530630952,0.081122371034272,0.0977236848805826,0.327748637775628,0.225849162295666
50,"human",43,5,"rlog","removeBatchEffect","pearson",0.10703757302889,0.241196333815726,0.215468724875382,0.0310875274695825,0.10028407568205,0.0976041164174305,0.390255668113845,0.277590180629254
51,"human",41,3,"rlog","removeBatchEffect","pearson",0.170395966691214,0.325327139862913,0.304650767574916,0.0415226873619215,0.114088256953492,0.124058233727978,0.400158613266867,0.284314280858778
52,"human",38,5,"rlog","removeBatchEffect","pearson",0.0939887790542346,0.155116216938285,0.145177664974619,0.0304568527918782,0.0647608869890462,0.0721346513491851,0.417686347849319,0.308896606999733
53,"human",37,2,"rlog","removeBatchEffect","pearson",0.159261360055461,0.276170668683431,0.237789122077267,0.0477090817419802,0.094220709648957,0.107203630175837,0.34467763282284,0.235646309951472
54,"human",35,2,"rlog","removeBatchEffect","pearson",0.0686763952892985,0.135944700460829,0.143049155145929,0.0224654377880184,0.0454429083461342,0.0723886328725038,0.429659498207885,0.339797747055812
55,"human",29,5,"rlog","removeBatchEffect","pearson",0.0903347732181426,0.137958963282937,0.108585313174946,0.0282937365010799,0.0476241900647948,0.0532937365010799,0.226943844492441,0.150647948164147
56,"human",28,3,"rlog","removeBatchEffect","pearson",0.0992952501002693,0.176302068412307,0.156534693175958,0.0182776600011459,0.0554059474015928,0.0686414942989744,0.345499341087492,0.251876468228958
57,"human",28,4,"rlog","removeBatchEffect","pearson",0.102851853994331,0.196274657256898,0.182969861745821,0.0329727540926708,0.0904147625383236,0.0996702724590733,0.390640365592642,0.278417307803552
58,"human",28,2,"rlog","removeBatchEffect","pearson",0.118394455674271,0.259081721051112,0.254345942824141,0.0236211377418423,0.0853595148714987,0.101588218307826,0.399422466069882,0.292694195784002
59,"human",28,2,"rlog","removeBatchEffect","pearson",0.105924689683947,0.230781266298112,0.191717951392511,0.0266506727860645,0.0915301971419631,0.083394179618233,0.366538020235736,0.252060081360175
60,"human",27,2,"rlog","removeBatchEffect","pearson",0.0971283783783784,0.137798856548857,0.128573284823285,0.0249480249480249,0.0517151767151767,0.0518451143451143,0.261629417879418,0.166969854469854
61,"human",27,2,"rlog","removeBatchEffect","pearson",0.079542487073693,0.181229435420693,0.162531989345589,0.0248602914294668,0.0815271321878101,0.0756254243484619,0.266464720321721,0.18253512299577
62,"human",26,2,"rlog","removeBatchEffect","pearson",0.108998374213614,0.135788506397116,0.143917438326147,0.0260832685374991,0.0498338870431894,0.0566904644094154,0.362196932211776,0.274828585565844
63,"human",25,4,"rlog","removeBatchEffect","pearson",0.135753901715465,0.231071843157487,0.247130143170386,0.0361795434025539,0.0828711466529086,0.122210757126274,0.263188443183284,0.176834773636012
64,"human",24,2,"rlog","removeBatchEffect","pearson",0.143825726662063,0.224056751836273,0.199196434176659,0.0427522129449432,0.0792265678950342,0.0743926172389981,0.217151108041936,0.143009605122732
65,"human",23,3,"rlog","removeBatchEffect","pearson",0.0490672118579095,0.100562228469205,0.0964094045489394,0.0131612573473039,0.0417837975977511,0.042358803986711,0.243419371326348,0.164004600051112
66,"human",21,3,"rlog","removeBatchEffect","pearson",0.0734647420973667,0.146567334057634,0.126183454912308,0.0244710021211651,0.0594960939520927,0.0669460396295721,0.298308241502406,0.206839464017797
67,"human",21,4,"rlog","removeBatchEffect","pearson",0.109470124013529,0.210033821871477,0.208173618940248,0.0267756482525366,0.0702367531003382,0.0852311161217587,0.285287485907554,0.203551296505073
68,"human",20,1,"rlog","removeBatchEffect","pearson",0.113436907020873,0.201968690702087,0.178012333965844,0.0356973434535104,0.0721062618595825,0.0644568311195446,0.391781309297913,0.303368121442125
1,"human",645,42,"cpm","removeBatchEffect","pearson",0.245962373371925,0.334876989869754,0.329840810419682,0.0973661360347323,0.166193921852388,0.207062228654124,0.52520984081042,0.395079594790159
2,"human",623,3,"cpm","removeBatchEffect","pearson",0.275428503647471,0.461538461538462,0.435442737678667,0.0916908842891881,0.205681750785837,0.234149813178341,0.475416641954807,0.334855583891821
3,"human",481,8,"cpm","removeBatchEffect","pearson",0.255020352781547,0.361261872455902,0.302645861601085,0.0989145183175034,0.177204884667571,0.195861601085482,0.479172320217096,0.348371777476255
4,"human",427,22,"cpm","removeBatchEffect","pearson",0.200260143078693,0.31522337285507,0.324028215518535,0.0811446295462504,0.154885186852769,0.205262894592026,0.422082145179849,0.304817649707339
5,"human",402,5,"cpm","removeBatchEffect","pearson",0.226482534524777,0.376008665041971,0.321364744110479,0.0844300027078256,0.178824803682643,0.174438126184674,0.47056593555375,0.326455456268616
6,"human",376,13,"cpm","removeBatchEffect","pearson",0.192948209601659,0.373574086500336,0.338132129567498,0.0755200390410541,0.178429817605075,0.18245592631001,0.478557921063869,0.344171292624901
7,"human",321,20,"cpm","removeBatchEffect","pearson",0.156039817056766,0.258649448479957,0.275760021522733,0.05682001614205,0.110842076943772,0.136185095507129,0.437341942426688,0.307075598601022
8,"human",292,21,"cpm","removeBatchEffect","pearson",0.300453514739229,0.457725947521866,0.443958535795271,0.108789547565058,0.206295216499298,0.248353309577799,0.492873339812115,0.352445740200842
9,"human",268,23,"cpm","removeBatchEffect","pearson",0.151419031719533,0.252810239287702,0.254257095158598,0.05370061213133,0.114746800222593,0.138508625486923,0.478686700055648,0.362882582081247
10,"human",244,17,"cpm","removeBatchEffect","pearson",0.227749727749728,0.380506880506881,0.387882387882388,0.0735570735570736,0.157311157311157,0.192159192159192,0.523958023958024,0.385060885060885
11,"human",228,10,"cpm","removeBatchEffect","pearson",0.148625911385306,0.247952888390353,0.257150869321368,0.0477285473920359,0.101458216489063,0.12804262478968,0.42019068984857,0.30437464946719
12,"human",210,12,"cpm","removeBatchEffect","pearson",0.311780134564945,0.475310753791766,0.42809898506101,0.124586611928384,0.244155547953016,0.250769757098871,0.573611586269814,0.419945261717414
13,"human",199,12,"cpm","removeBatchEffect","pearson",0.1869164401371,0.275735728637277,0.279281408816925,0.0735728637276918,0.124748847653942,0.177638577000355,0.461765748729465,0.331816570145373
14,"human",193,12,"cpm","removeBatchEffect","pearson",0.105993096956385,0.206024474427361,0.161154690931911,0.034954502667085,0.0866018198933166,0.0720426733605271,0.394728584876059,0.278443677439598
15,"human",187,16,"cpm","removeBatchEffect","pearson",0.202370048087932,0.28904282115869,0.25303411953286,0.0821502175406457,0.144092054041676,0.153766888023815,0.507213189832837,0.383386764369132
16,"human",170,10,"cpm","removeBatchEffect","pearson",0.265806530512413,0.407851290204231,0.475357710651828,0.0714809832456891,0.151277974807387,0.237617708205943,0.406628347804818,0.276201540907423
17,"human",169,17,"cpm","removeBatchEffect","pearson",0.192082190307138,0.330536280996181,0.305793125705987,0.0719703082136518,0.139207143241353,0.163573772255392,0.496369210908504,0.34694206874294
18,"human",169,12,"cpm","removeBatchEffect","pearson",0.240391024216841,0.403465896467452,0.340813152632748,0.0788713619195734,0.186791824039102,0.160853143745834,0.456231948455899,0.299711175294379
19,"human",163,11,"cpm","removeBatchEffect","pearson",0.103744149765991,0.158346333853354,0.211492459698388,0.0387935517420697,0.0681747269890796,0.10665626625065,0.382163286531461,0.257098283931357
20,"human",150,13,"cpm","removeBatchEffect","pearson",0.148477670576001,0.237910913397654,0.219770061817552,0.0539603674389046,0.103183315038419,0.12519498526778,0.41781732046912,0.323762204633428
21,"human",143,11,"cpm","removeBatchEffect","pearson",0.143836361658144,0.214068110107714,0.239473397889239,0.0496137525840496,0.103742791861604,0.138940267653139,0.380807311500381,0.263192253291263
22,"human",135,9,"cpm","removeBatchEffect","pearson",0.173757225433526,0.300231213872832,0.257052023121387,0.0559537572254335,0.12150289017341,0.132254335260116,0.396531791907514,0.25878612716763
23,"human",135,11,"cpm","removeBatchEffect","pearson",0.152580699869976,0.225959635931935,0.222398100514444,0.0503137543105885,0.104923964045452,0.122675108824693,0.316750522923851,0.215275029679462
24,"human",129,5,"cpm","removeBatchEffect","pearson",0.136714329801461,0.290042176730789,0.285464458389055,0.0345129101944244,0.0939718135994239,0.117529060796214,0.412611871206666,0.302900936117683
25,"human",113,14,"cpm","removeBatchEffect","pearson",0.200948891958441,0.342441895381659,0.367485436310132,0.0676836226052489,0.138610293676055,0.196384601525434,0.433787760494865,0.316437451204132
26,"human",111,8,"cpm","removeBatchEffect","pearson",0.113293216630197,0.198522975929978,0.194857768052516,0.0326039387308534,0.0729759299781182,0.0840809628008753,0.333862144420131,0.241958424507659
27,"human",98,8,"cpm","removeBatchEffect","pearson",0.135046357615894,0.217695364238411,0.208847682119205,0.0510198675496689,0.0946225165562914,0.112794701986755,0.430728476821192,0.305854304635762
28,"human",97,5,"cpm","removeBatchEffect","pearson",0.182368146070505,0.278171918825276,0.270582412143211,0.071055381400209,0.120992135511192,0.145355551889127,0.322444041137326,0.213056151350162
29,"human",86,8,"cpm","removeBatchEffect","pearson",0.144427480916031,0.26375572519084,0.232793893129771,0.0489160305343511,0.107786259541985,0.117557251908397,0.310351145038168,0.212335877862595
30,"human",74,8,"cpm","removeBatchEffect","pearson",0.0898424214941617,0.104069833352228,0.107584174129917,0.0401881872803537,0.0434191134791974,0.0540755016438046,0.394513093753543,0.30263008729169
31,"human",72,8,"cpm","removeBatchEffect","pearson",0.111236821805091,0.201182823347904,0.213165338133196,0.0422730779120597,0.0862946772949344,0.117922345075855,0.381537670352276,0.282180509128311
32,"human",70,4,"cpm","removeBatchEffect","pearson",0.0414593698175788,0.109187396351575,0.103084577114428,0.013134328358209,0.040530679933665,0.0376782752902156,0.379502487562189,0.27575456053068
33,"human",67,3,"cpm","removeBatchEffect","pearson",0.0774577332498435,0.170194113963682,0.176142767689418,0.0247964934251722,0.054539762053851,0.0756418284283031,0.39906073888541,0.283656856606136
34,"human",66,7,"cpm","removeBatchEffect","pearson",0.189060642092747,0.33281807372176,0.289714625445898,0.0563614744351962,0.136385255648038,0.135552913198573,0.344768133174792,0.231331747919144
35,"human",62,12,"cpm","removeBatchEffect","pearson",0.192157689469801,0.323864235269316,0.30963423632339,0.0720986613260251,0.156582692104986,0.17687361652788,0.439548856329714,0.309739643722989
36,"human",59,6,"cpm","removeBatchEffect","pearson",0.0503725598866925,0.107518935895067,0.115893835827329,0.015456616786748,0.039226553359197,0.0573926965946179,0.432107888416774,0.325204753987314
37,"human",58,5,"cpm","removeBatchEffect","pearson",0.100625651720542,0.206580929208666,0.178079017495076,0.0255474452554745,0.0698644421272158,0.0816823079596802,0.387846136021319,0.28252809639671
38,"human",56,4,"cpm","removeBatchEffect","pearson",0.10850942318675,0.159737292975443,0.20856653340948,0.0362649914334666,0.0580810965162764,0.128498001142204,0.361279268989149,0.267789834380354
39,"human",51,6,"cpm","removeBatchEffect","pearson",0.146941867070631,0.230701256075238,0.206526541690336,0.0540301710534621,0.104146941867071,0.102316480464558,0.296850344000505,0.192955879568264
40,"human",51,3,"cpm","removeBatchEffect","pearson",0.094907897522761,0.155039170019056,0.14201778530595,0.0357294092737667,0.0709824264238831,0.0736819817912344,0.363116663137836,0.249258945585433
41,"human",50,5,"cpm","removeBatchEffect","pearson",0.118929794986133,0.154168252759802,0.153787590407309,0.0485072597748654,0.0658002066452771,0.089618793844146,0.258197835662624,0.190983740279515
42,"human",49,4,"cpm","removeBatchEffect","pearson",0.10236952144959,0.167053843374116,0.170099633472717,0.0353621392803676,0.0717567497805999,0.09137370295803,0.374219193639977,0.265241856383253
43,"human",48,2,"cpm","removeBatchEffect","pearson",0.0919462634172686,0.166407884965908,0.15891446702221,0.0349017754674948,0.0825626139202052,0.0814824816039965,0.327887666239114,0.230473232971039
44,"human",46,4,"cpm","removeBatchEffect","pearson",0.127373813093453,0.237443778110945,0.200149925037481,0.0442278860569715,0.0998875562218891,0.090392303848076,0.319152923538231,0.205084957521239
45,"human",46,2,"cpm","removeBatchEffect","pearson",0.112474437627812,0.223302907875705,0.190832460471844,0.0387051723277969,0.0996059653848072,0.0885330939198962,0.279764576786872,0.181704823183201
46,"human",45,7,"cpm","removeBatchEffect","pearson",0.128319394420365,0.184176790183749,0.200781393077346,0.0456626579573897,0.0785055857395763,0.114889200903486,0.315121176973323,0.235272571882058
47,"human",45,6,"cpm","removeBatchEffect","pearson",0.118026135210931,0.177098872247747,0.170415895936512,0.0417686019452235,0.067844143445313,0.0927262963183961,0.443105197207471,0.333194104660183
48,"human",44,2,"cpm","removeBatchEffect","pearson",0.08545608927705,0.179403202328967,0.204148471615721,0.0225618631732169,0.0631974769529355,0.0847282872392043,0.383491023774867,0.303432799611839
49,"human",44,6,"cpm","removeBatchEffect","pearson",0.12476447522534,0.218566990884555,0.203136935377094,0.0427254672302287,0.0891684065794164,0.116514742577787,0.316290675765137,0.212252380709884
50,"human",43,5,"cpm","removeBatchEffect","pearson",0.111111111111111,0.24623465723321,0.224473388004502,0.0369298386664523,0.107466366511229,0.10682317628772,0.387736506405103,0.272337460470601
51,"human",41,3,"cpm","removeBatchEffect","pearson",0.182971732849941,0.335240469042089,0.329972242678298,0.0590267943125814,0.122981929417096,0.150909193904719,0.363224381125021,0.243414717045261
52,"human",38,5,"cpm","removeBatchEffect","pearson",0.0963398343574673,0.15720010686615,0.150040074806305,0.0337697034464333,0.0680203045685279,0.0758749666043281,0.412770504942559,0.304889126369223
53,"human",37,2,"cpm","removeBatchEffect","pearson",0.174450116594189,0.285813323249512,0.252347639755467,0.0571626646499023,0.107140606289784,0.119178168525871,0.35318585743997,0.235016071090943
54,"human",35,2,"cpm","removeBatchEffect","pearson",0.0668202764976959,0.132616487455197,0.144585253456221,0.0214413722478239,0.0448028673835125,0.0723246287762417,0.424923195084485,0.334805427547363
55,"human",29,5,"cpm","removeBatchEffect","pearson",0.0997840172786177,0.151295896328294,0.130507559395248,0.0322354211663067,0.0548056155507559,0.06414686825054,0.239524838012959,0.157937365010799
56,"human",28,3,"cpm","removeBatchEffect","pearson",0.0769495215722225,0.15613361599725,0.1470807311064,0.0170171317252048,0.05110869191543,0.0688133845184209,0.317194751618633,0.222425943963788
57,"human",28,4,"cpm","removeBatchEffect","pearson",0.100190894892115,0.190142881934402,0.174234974258113,0.0322207439116099,0.0909353849713658,0.0938855787586047,0.380285763868803,0.270203042748886
58,"human",28,2,"cpm","removeBatchEffect","pearson",0.10077967080566,0.229049956684955,0.22887669650592,0.0221195495235345,0.0764654923476754,0.0915391279237655,0.385734911926076,0.282471845220907
59,"human",28,2,"cpm","removeBatchEffect","pearson",0.0955982059038281,0.214352769375196,0.183060394283926,0.0254511317408991,0.0864191092103891,0.0806300198185042,0.350578908939188,0.240012516950037
60,"human",27,2,"cpm","removeBatchEffect","pearson",0.0863435550935551,0.123830561330561,0.105509355509356,0.0269620582120582,0.049506237006237,0.0445036382536383,0.285343035343035,0.180028586278586
61,"human",27,2,"cpm","removeBatchEffect","pearson",0.0862798349610905,0.186399958217998,0.160025069201441,0.0283595341306732,0.0849741473860135,0.078236799498616,0.257847182326213,0.171410664856113
62,"human",26,2,"cpm","removeBatchEffect","pearson",0.0828444193115148,0.104545133243797,0.100445324096982,0.0250229730684951,0.0371810277797413,0.0376758323319432,0.310383826959779,0.238707853255107
63,"human",25,4,"cpm","removeBatchEffect","pearson",0.143750806139559,0.241519411840578,0.252869856829614,0.0415323100735199,0.0908680510770025,0.131304011350445,0.257061782535793,0.171224042306204
64,"human",24,2,"cpm","removeBatchEffect","pearson",0.138489547366439,0.220478372779208,0.190721325883609,0.0442588988637077,0.0777198819762697,0.0698725594827045,0.229644045451692,0.1507313704564
65,"human",23,3,"cpm","removeBatchEffect","pearson",0.0523255813953488,0.102159468438538,0.095323281369793,0.0158446204957833,0.0418476871965244,0.0424226935854843,0.246869409660107,0.160043444927166
66,"human",21,3,"cpm","removeBatchEffect","pearson",0.0917791918878369,0.160225567799679,0.151016607170573,0.0341973200889855,0.070153655129598,0.0846396606135858,0.309483160018625,0.203838791453257
67,"human",21,4,"cpm","removeBatchEffect","pearson",0.11510710259301,0.224464487034949,0.217080045095829,0.028184892897407,0.0767756482525366,0.0943066516347238,0.327903043968433,0.226775648252537
68,"human",20,1,"cpm","removeBatchEffect","pearson",0.13626660341556,0.212820208728653,0.198292220113852,0.0467860531309298,0.0820090132827325,0.0826612903225806,0.377668406072106,0.290322580645161
1,"human",645,42,"tmm","removeBatchEffect","pearson",0.249435600578871,0.34205499276411,0.34726483357453,0.0907091172214182,0.160578871201158,0.215687409551375,0.526136034732272,0.407178002894356
2,"human",623,3,"tmm","removeBatchEffect","pearson",0.26920111499911,0.463970108534488,0.447897514975387,0.0763299922898998,0.191744261906174,0.236996619417591,0.492023011683767,0.350809560524287
3,"human",481,8,"tmm","removeBatchEffect","pearson",0.258344640434193,0.360922659430122,0.332903663500678,0.09640434192673,0.169199457259159,0.217096336499322,0.495861601085482,0.364450474898236
4,"human",427,22,"tmm","removeBatchEffect","pearson",0.207764270348692,0.323077692731002,0.335084296363,0.0810946020311171,0.154384911701436,0.210665866226425,0.436990344689579,0.318725298914403
5,"human",402,5,"tmm","removeBatchEffect","pearson",0.241158949363661,0.415542919036014,0.369997292174384,0.0842133766585432,0.188031410777146,0.201895477931221,0.497969130787977,0.351475764960737
6,"human",376,13,"tmm","removeBatchEffect","pearson",0.211980723479534,0.417556274019399,0.390532544378698,0.0806441773927896,0.191057158543281,0.205819557128042,0.525712194229244,0.386018422497407
7,"human",321,20,"tmm","removeBatchEffect","pearson",0.138229755178908,0.255152004304547,0.266397632499327,0.0448748991121872,0.105569007263923,0.123540489642185,0.462362119989239,0.327199354317998
8,"human",292,21,"tmm","removeBatchEffect","pearson",0.295702407947306,0.471763308498002,0.426249865025375,0.0984234963826801,0.204081632653061,0.228215095562034,0.50210560414642,0.357628765792031
9,"human",268,23,"tmm","removeBatchEffect","pearson",0.163550361713968,0.268781302170284,0.27039510294936,0.0534780189204229,0.117529215358932,0.147356705620479,0.491819699499165,0.37985531441291
10,"human",244,17,"tmm","removeBatchEffect","pearson",0.232798732798733,0.391149391149391,0.401841401841402,0.0692010692010692,0.153747153747154,0.196168696168696,0.515543015543016,0.374319374319374
11,"human",228,10,"tmm","removeBatchEffect","pearson",0.14559730790802,0.24913067863152,0.250981491867639,0.0445316881660123,0.102075154234436,0.118900729108245,0.406618059450365,0.296634885025238
12,"human",210,12,"tmm","removeBatchEffect","pearson",0.295985859276998,0.470293077888015,0.425362070931691,0.110788003193066,0.23041395826206,0.241874786178584,0.581195119169803,0.431406089633938
13,"human",199,12,"tmm","removeBatchEffect","pearson",0.217054721664106,0.313379033211204,0.31970216286491,0.0759366505141236,0.136272308237797,0.195366977898594,0.448883110743411,0.325788913839972
14,"human",193,12,"tmm","removeBatchEffect","pearson",0.11515531848133,0.229243802949482,0.175651082522749,0.0362723564480703,0.0890492626294321,0.0805773454659554,0.412802008158142,0.294132412927518
15,"human",187,16,"tmm","removeBatchEffect","pearson",0.220689260361804,0.309537439890085,0.27925349209984,0.0852415846118617,0.150561025875887,0.16859400045798,0.521754064575223,0.395866727730708
16,"human",170,10,"tmm","removeBatchEffect","pearson",0.26366638131344,0.421364803717745,0.474318209612327,0.067139537727773,0.150972239207533,0.236027883086707,0.412804206921854,0.282927724104195
17,"human",169,17,"tmm","removeBatchEffect","pearson",0.213436609111936,0.348233015975472,0.328707439083427,0.076703781399602,0.145554300467968,0.175945349900489,0.510408262062288,0.358937120111882
18,"human",169,12,"tmm","removeBatchEffect","pearson",0.240779826705177,0.414296822928238,0.356754054654521,0.0775938680293268,0.185347700510998,0.169740057764941,0.488335925349922,0.321817373916907
19,"human",163,11,"tmm","removeBatchEffect","pearson",0.111284451378055,0.190795631825273,0.228133125325013,0.0388455538221529,0.0782111284451378,0.110192407696308,0.41752470098804,0.298231929277171
20,"human",150,13,"tmm","removeBatchEffect","pearson",0.189554566988272,0.280432145126813,0.26945519671847,0.0681726269570744,0.117337801143914,0.157259229302675,0.451037032757525,0.34779594430643
21,"human",143,11,"tmm","removeBatchEffect","pearson",0.134207376781634,0.222282667827222,0.237678163420738,0.0432488303775432,0.107006854531607,0.136546621695137,0.373626373626374,0.256718528995757
22,"human",135,9,"tmm","removeBatchEffect","pearson",0.205433526011561,0.343063583815029,0.30514450867052,0.0627167630057803,0.13271676300578,0.158092485549133,0.433179190751445,0.286878612716763
23,"human",135,11,"tmm","removeBatchEffect","pearson",0.173214992368138,0.244841426875459,0.257900390072927,0.0547232743512918,0.108202837921872,0.143422465939284,0.329131098422749,0.230425688280852
24,"human",129,5,"tmm","removeBatchEffect","pearson",0.132496656722559,0.282789836436581,0.268388025923259,0.0314782429791174,0.0893940952576895,0.106059047423105,0.417652504886329,0.312262112951342
25,"human",113,14,"tmm","removeBatchEffect","pearson",0.208455948591676,0.356795387664405,0.363821992673113,0.0637198967029007,0.145276559966368,0.185994835145036,0.438892559005465,0.328929193441835
26,"human",111,8,"tmm","removeBatchEffect","pearson",0.115371991247265,0.213730853391685,0.216849015317287,0.0291575492341357,0.07472647702407,0.0867614879649891,0.369967177242888,0.2722647702407
27,"human",98,8,"tmm","removeBatchEffect","pearson",0.148344370860927,0.22882119205298,0.23041059602649,0.0538807947019868,0.0942516556291391,0.125721854304636,0.430622516556291,0.302092715231788
28,"human",97,5,"tmm","removeBatchEffect","pearson",0.205026673266238,0.300830446021009,0.314194577352472,0.0743551669141506,0.126931749436287,0.165319254248474,0.322389044712094,0.210581312214706
29,"human",86,8,"tmm","removeBatchEffect","pearson",0.132702290076336,0.268702290076336,0.222534351145038,0.0403053435114504,0.10406106870229,0.107603053435115,0.293312977099237,0.207389312977099
30,"human",74,8,"tmm","removeBatchEffect","pearson",0.122548463892983,0.136152363677588,0.147488946831425,0.0508445754449609,0.0546423308014964,0.0803196916449382,0.409987529758531,0.310282280920531
31,"human",72,8,"tmm","removeBatchEffect","pearson",0.124350732836205,0.22334790434559,0.246592954487015,0.0418102339933145,0.0861918230907688,0.133864746721522,0.407405502699923,0.30017999485729
32,"human",70,4,"tmm","removeBatchEffect","pearson",0.0446434494195688,0.133930348258706,0.114759535655058,0.0130016583747927,0.0506135986733002,0.0429850746268657,0.331542288557214,0.24955223880597
33,"human",67,3,"tmm","removeBatchEffect","pearson",0.0606762680025047,0.152035065748278,0.146462116468378,0.0192235441452724,0.0497808390732624,0.0619286161552912,0.378835316217909,0.273387601753287
34,"human",66,7,"tmm","removeBatchEffect","pearson",0.172829964328181,0.322354340071344,0.268787158145065,0.042627824019025,0.125743162901308,0.122532699167658,0.308561236623068,0.207074910820452
35,"human",62,12,"tmm","removeBatchEffect","pearson",0.188046800885422,0.3268683461579,0.326604827658902,0.0635606619584695,0.145883841045641,0.183092653104248,0.440286708126911,0.311268051017181
36,"human",59,6,"tmm","removeBatchEffect","pearson",0.0560995135168422,0.11263008805961,0.124083995319909,0.0162571586920377,0.038487591600468,0.0608411848020198,0.428844140649055,0.322987868711128
37,"human",58,5,"tmm","removeBatchEffect","pearson",0.101900127447573,0.200034758428919,0.170374232418028,0.0256053759703395,0.0678368671069401,0.0764106129069633,0.392538523925385,0.288205306453482
38,"human",56,4,"tmm","removeBatchEffect","pearson",0.111707595659623,0.164877213021131,0.223072529982867,0.0375785265562536,0.0599086236436322,0.133352370074243,0.367332952598515,0.265448315248429
39,"human",51,6,"tmm","removeBatchEffect","pearson",0.160891245344947,0.248879631382945,0.231584927097141,0.0565549454017547,0.107429148519851,0.109953922868144,0.351574827999748,0.242693934229628
40,"human",51,3,"tmm","removeBatchEffect","pearson",0.109464323523184,0.175259369045098,0.162290916790176,0.0389582892229515,0.0753228879949185,0.0833156891806055,0.388894770273131,0.265456277789541
41,"human",50,5,"tmm","removeBatchEffect","pearson",0.133938767741585,0.160911414432541,0.178476262983305,0.0499211485126978,0.0637337538745989,0.107020501386699,0.271738539344173,0.201424764805047
42,"human",49,4,"tmm","removeBatchEffect","pearson",0.131588456971762,0.201590005678592,0.215889732073718,0.0416085901605493,0.0812554850033555,0.116101388673791,0.409168344432399,0.292189355221723
43,"human",48,2,"tmm","removeBatchEffect","pearson",0.116384257071491,0.178154323904678,0.176264092351313,0.0392223047323297,0.0893809491662729,0.0845878620130966,0.360629177074192,0.258556673192466
44,"human",46,4,"tmm","removeBatchEffect","pearson",0.123750624687656,0.256434282858571,0.212206396801599,0.0399800099950025,0.10276111944028,0.0967641179410295,0.311719140429785,0.199775112443778
